Microgeraá∆o Setg†s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;OFR4048789;Casa Total Medig†s 2013/01;Contrat†vel;01-02-2013;31-12-9999;Residenciais;365;Ser∆o debitados, ao cliente, o custo do termo tarif†rio fixo devido para o escal∆o/potància;0;Pontos de entrega no mesmo Local f°sico;-;-;-;-;E+G;Tipo Local Consumo;"Habitaá∆o;Esp Comuns;";-;-;Casa Total 2013/01;CB05941873;Casa Total;ET02353823;Distribuidor;Medig†s;Tipo Local Consumo;"Habitaá∆o;Esp Comuns;";Casa Total Medig†s 2013/01;CB05941873;Casa Total Medig†s 2013/01;ET09496903;-;-;-;-;-;-;-;-;-;-;x;Obrigat¢rio;x;Facultativo;x;Facultativo;-;-;-;-;-;-;Casa 2013/01;Casa Medig†s 2013/01;;;;;;;;;;;;;
29;OFR7163372;Neg¢cios Total Lisboag†s 2013/01;Contrat†vel;01-02-2013;31-12-9999;Pequenos Neg¢cios;365;Ser∆o debitados, ao cliente, o custo do termo tarif†rio fixo devido para o escal∆o/potància;0;Pontos de entrega no mesmo Local f°sico;-;Segmentaá∆o de cliente;"Peq. Neg¢cios;";-;E+G;Tipo Local Consumo;"Esp Comuns;ComÇrcio;Serviáos;Restauraá∆o;Sv P£blico;Ind£strias;Hotelaria;Lazer;Outros;  ";-;-;Neg¢cios Total 2013/01;CB03923987;Neg¢cios Total;ET06639985;Distribuidor;Lisboag†s;Tipo Local Consumo;"Esp Comuns;ComÇrcio;Serviáos;Restauraá∆o;Sv P£blico;Ind£strias;Hotelaria;Lazer;Outros;Avenáas;PCVE;";Neg¢cios Total Lisboag†s 2013/01;CB03923987;Neg¢cios Total Lisboag†s 2013/01;ET07429096;-;-;-;-;-;-;-;-;-;-;x;Obrigat¢rio;x;Facultativo;x;Facultativo;-;-;-;-;-;-;Neg¢cios 2013/01;Neg¢cios Lisboag†s 2013/01 ;;;;;;;;;;;;;
30;OFR2495527;Neg¢cios Total edp g†s 2013/01;Contrat†vel;01-02-2013;31-12-9999;Pequenos Neg¢cios;365;Ser∆o debitados, ao cliente, o custo do termo tarif†rio fixo devido para o escal∆o/potància;0;Pontos de entrega no mesmo Local f°sico;-;Segmentaá∆o de cliente;"Peq. Neg¢cios;";-;E+G;Tipo Local Consumo;"Esp Comuns;ComÇrcio;Serviáos;Restauraá∆o;Sv P£blico;Ind£strias;Hotelaria;Lazer;Outros;  ";-;-;Neg¢cios Total 2013/01;CB06988649;Neg¢cios Total;ET06639985;Distribuidor;edp g†s;Tipo Local Consumo;"Esp Comuns;ComÇrcio;Serviáos;Restauraá∆o;Sv P£blico;Ind£strias;Hotelaria;Lazer;Outros;Avenáas;PCVE;";Neg¢cios Total edp g†s 2013/01;CB06988649;Neg¢cios Total edp g†s 2013/01;ET02703270;-;-;-;-;-;-;-;-;-;-;x;Obrigat¢rio;x;Facultativo;x;Facultativo;-;-;-;-;-;-;Neg¢cios 2013/01;Neg¢cios edp g†s 2013/01;;;;;;;;;;;;;
31;OFR0401976;Neg¢cios Total Beirag†s 2013/01;Contrat†vel;01-02-2013;31-12-9999;Pequenos Neg¢cios;365;Ser∆o debitados, ao cliente, o custo do termo tarif†rio fixo devido para o escal∆o/potància;0;Pontos de entrega no mesmo Local f°sico;-;Segmentaá∆o de cliente;"Peq. Neg¢cios;";-;E+G;Tipo Local Consumo;"Esp Comuns;ComÇrcio;Serviáos;Restauraá∆o;Sv P£blico;Ind£strias;Hotelaria;Lazer;Outros;  ";-;-;Neg¢cios Total 2013/01;CB06432241;Neg¢cios Total;ET06639985;Distribuidor;Beirag†s;Tipo Local Consumo;"Esp Comuns;ComÇrcio;Serviáos;Restauraá∆o;Sv P£blico;Ind£strias;Hotelaria;Lazer;Outros;Avenáas;PCVE;";Neg¢cios Total Beirag†s 2013/01;CB06432241;Neg¢cios Total Beirag†s 2013/01;ET05560189;-;-;-;-;-;-;-;-;-;-;x;Obrigat¢rio;x;Facultativo;x;Facultativo;-;-;-;-;-;-;Neg¢cios 2013/01;Neg¢cios Beirag†s 2013/01;;;;;;;;;;;;;
32;OFR7512037;Neg¢cios Total Lusitaniag†s 2013/01;Contrat†vel;01-02-2013;31-12-9999;Pequenos Neg¢cios;365;Ser∆o debitados, ao cliente, o custo do termo tarif†rio fixo devido para o escal∆o/potància;0;Pontos de entrega no mesmo Local f°sico;-;Segmentaá∆o de cliente;"Peq. Neg¢cios;";-;E+G;Tipo Local Consumo;"Esp Comuns;ComÇrcio;Serviáos;Restauraá∆o;Sv P£blico;Ind£strias;Hotelaria;Lazer;Outros;  ";-;-;Neg¢cios Total 2013/01;CB01067068;Neg¢cios Total;ET06639985;Distribuidor;Lusitaniag†s;Tipo Local Consumo;"Esp Comuns;ComÇrcio;Serviáos;Restauraá∆o;Sv P£blico;Ind£strias;Hotelaria;Lazer;Outros;Avenáas;PCVE;";Neg¢cios Total Lusitaniag†s 2013/01;CB01067068;Neg¢cios Total Lusitaniag†s 2013/01;ET01889199;-;-;-;-;-;-;-;-;-;-;x;Obrigat¢rio;x;Facultativo;x;Facultativo;-;-;-;-;-;-;Neg¢cios 2013/01;Neg¢cios Lusitaniag†s 2013/01;;;;;;;;;;;;;
33;OFR5908854;Neg¢cios Total Setg†s 2013/01;Contrat†vel;01-02-2013;31-12-9999;Pequenos Neg¢cios;365;Ser∆o debitados, ao cliente, o custo do termo tarif†rio fixo devido para o escal∆o/potància;0;Pontos de entrega no mesmo Local f°sico;-;Segmentaá∆o de cliente;"Peq. Neg¢cios;";-;E+G;Tipo Local Consumo;"Esp Comuns;ComÇrcio;Serviáos;Restauraá∆o;Sv P£blico;Ind£strias;Hotelaria;Lazer;Outros;  ";-;-;Neg¢cios Total 2013/01;CB07893720;Neg¢cios Total;ET06639985;Distribuidor;Setg†s;Tipo Local Consumo;"Esp Comuns;ComÇrcio;Serviáos;Restauraá∆o;Sv P£blico;Ind£strias;Hotelaria;Lazer;Outros;Avenáas;PCVE;";Neg¢cios Total Setg†s 2013/01;CB07893720;Neg¢cios Total Setg†s 2013/01;ET01365811;-;-;-;-;-;-;-;-;-;-;x;Obrigat¢rio;x;Facultativo;x;Facultativo;-;-;-;-;-;-;Neg¢cios 2013/01;Neg¢cios Setg†s 2013/01;;;;;;;;;;;;;
34;OFR9413963;Neg¢cios Total Paxg†s 2013/01;Contrat†vel;01-02-2013;31-12-9999;Pequenos Neg¢cios;365;Ser∆o debitados, ao cliente, o custo do termo tarif†rio fixo devido para o escal∆o/potància;0;Pontos de entrega no mesmo Local f°sico;-;Segmentaá∆o de cliente;"Peq. Neg¢cios;";-;E+G;Tipo Local Consumo;"Esp Comuns;ComÇrcio;Serviáos;Restauraá∆o;Sv P£blico;Ind£strias;Hotelaria;Lazer;Outros;  ";-;-;Neg¢cios Total 2013/01;CB09970370;Neg¢cios Total;ET06639985;Distribuidor;Paxg†s;Tipo Local Consumo;"Esp Comuns;ComÇrcio;Serviáos;Restauraá∆o;Sv P£blico;Ind£strias;Hotelaria;Lazer;Outros;Avenáas;PCVE;";Neg¢cios Total Paxg†s 2013/01;CB09970370;Neg¢cios Total Paxg†s 2013/01;ET03383698;-;-;-;-;-;-;-;-;-;-;x;Obrigat¢rio;x;Facultativo;x;Facultativo;-;-;-;-;-;-;Neg¢cios 2013/01;Neg¢cios Paxg†s 2013/01;;;;;;;;;;;;;
35;OFR6955629;Neg¢cios Total Durienseg†s 2013/01;Contrat†vel;01-02-2013;31-12-9999;Pequenos Neg¢cios;365;Ser∆o debitados, ao cliente, o custo do termo tarif†rio fixo devido para o escal∆o/potància;0;Pontos de entrega no mesmo Local f°sico;-;Segmentaá∆o de cliente;"Peq. Neg¢cios;";-;E+G;Tipo Local Consumo;"Esp Comuns;ComÇrcio;Serviáos;Restauraá∆o;Sv P£blico;Ind£strias;Hotelaria;Lazer;Outros;  ";-;-;Neg¢cios Total 2013/01;CB04131730;Neg¢cios Total;ET06639985;Distribuidor;Durienseg†s;Tipo Local Consumo;"Esp Comuns;ComÇrcio;Serviáos;Restauraá∆o;Sv P£blico;Ind£strias;Hotelaria;Lazer;Outros;Avenáas;PCVE;";Neg¢cios Total Durienseg†s 2013/01;CB04131730;Neg¢cios Total Durienseg†s 2013/01;ET03002014;-;-;-;-;-;-;-;-;-;-;x;Obrigat¢rio;x;Facultativo;x;Facultativo;-;-;-;-;-;-;Neg¢cios 2013/01;Neg¢cios Durienseg†s 2013/01;;;;;;;;;;;;;
36;OFR1398831;Neg¢cios Total Dianag†s 2013/01;Contrat†vel;01-02-2013;31-12-9999;Pequenos Neg¢cios;365;Ser∆o debitados, ao cliente, o custo do termo tarif†rio fixo devido para o escal∆o/potància;0;Pontos de entrega no mesmo Local f°sico;-;Segmentaá∆o de cliente;"Peq. Neg¢cios;";-;E+G;Tipo Local Consumo;"Esp Comuns;ComÇrcio;Serviáos;Restauraá∆o;Sv P£blico;Ind£strias;Hotelaria;Lazer;Outros;  ";-;-;Neg¢cios Total 2013/01;CB07163372;Neg¢cios Total;ET06639985;Distribuidor;Dianag†s;Tipo Local Consumo;"Esp Comuns;ComÇrcio;Serviáos;Restauraá∆o;Sv P£blico;Ind£strias;Hotelaria;Lazer;Outros;Avenáas;PCVE;";Neg¢cios Total Dianag†s 2013/01;CB07163372;Neg¢cios Total Dianag†s 2013/01;ET06730984;-;-;-;-;-;-;-;-;-;-;x;Obrigat¢rio;x;Facultativo;x;Facultativo;-;-;-;-;-;-;Neg¢cios 2013/01;Neg¢cios Dianag†s 2013/01;;;;;;;;;;;;;
37;OFR5560189;Neg¢cios Total Tagusg†s 2013/01;Contrat†vel;01-02-2013;31-12-9999;Pequenos Neg¢cios;365;Ser∆o debitados, ao cliente, o custo do termo tarif†rio fixo devido para o escal∆o/potància;0;Pontos de entrega no mesmo Local f°sico;-;Segmentaá∆o de cliente;"Peq. Neg¢cios;";-;E+G;Tipo Local Consumo;"Esp Comuns;ComÇrcio;Serviáos;Restauraá∆o;Sv P£blico;Ind£strias;Hotelaria;Lazer;Outros;  ";-;-;Neg¢cios Total 2013/01;CB04480394;Neg¢cios Total;ET06639985;Distribuidor;Tagusg†s;Tipo Local Consumo;"Esp Comuns;ComÇrcio;Serviáos;Restauraá∆o;Sv P£blico;Ind£strias;Hotelaria;Lazer;Outros;Avenáas;PCVE;";Neg¢cios Total Tagusg†s 2013/01;CB04480394;Neg¢cios Total Tagusg†s 2013/01;ET06382320;-;-;-;-;-;-;-;-;-;-;x;Obrigat¢rio;x;Facultativo;x;Facultativo;-;-;-;-;-;-;Neg¢cios 2013/01;Neg¢cios Tagusg†s 2013/01;;;;;;;;;;;;;
38;OFR3608342;Neg¢cios Total Sonorg†s 2013/01;Contrat†vel;01-02-2013;31-12-9999;Pequenos Neg¢cios;365;Ser∆o debitados, ao cliente, o custo do termo tarif†rio fixo devido para o escal∆o/potància;0;Pontos de entrega no mesmo Local f°sico;-;Segmentaá∆o de cliente;"Peq. Neg¢cios;";-;E+G;Tipo Local Consumo;"Esp Comuns;ComÇrcio;Serviáos;Restauraá∆o;Sv P£blico;Ind£strias;Hotelaria;Lazer;Outros;  ";-;-;Neg¢cios Total 2013/01;CB00493759;Neg¢cios Total;ET06639985;Distribuidor;Sonorg†s;Tipo Local Consumo;"Esp Comuns;ComÇrcio;Serviáos;Restauraá∆o;Sv P£blico;Ind£strias;Hotelaria;Lazer;Outros;Avenáas;PCVE;";Neg¢cios Total Sonorg†s 2013/01;CB01972139;Neg¢cios Total Sonorg†s 2013/01;ET08857555;-;-;-;-;-;-;-;-;-;-;x;Obrigat¢rio;x;Facultativo;x;Facultativo;-;-;-;-;-;-;Neg¢cios 2013/01;Neg¢cios Sonorg†s 2013/01;;;;;;;;;;;;;
39;OFR0576700;Neg¢cios Total Medig†s 2013/01;Contrat†vel;01-02-2013;31-12-9999;Pequenos Neg¢cios;365;Ser∆o debitados, ao cliente, o custo do termo tarif†rio fixo devido para o escal∆o/potància;0;Pontos de entrega no mesmo Local f°sico;-;Segmentaá∆o de cliente;"Peq. Neg¢cios;";-;E+G;Tipo Local Consumo;"Esp Comuns;ComÇrcio;Serviáos;Restauraá∆o;Sv P£blico;Ind£strias;Hotelaria;Lazer;Outros;  ";-;-;Neg¢cios Total 2013/01;CB00401976;Neg¢cios Total;ET06639985;Distribuidor;Medig†s;Tipo Local Consumo;"Esp Comuns;ComÇrcio;Serviáos;Restauraá∆o;Sv P£blico;Ind£strias;Hotelaria;Lazer;Outros;Avenáas;PCVE;";Neg¢cios Total Medig†s 2013/01;CB05941873;Neg¢cios Total Medig†s 2013/01;ET09463884;-;-;-;-;-;-;-;-;-;-;x;Obrigat¢rio;x;Facultativo;x;Facultativo;-;-;-;-;-;-;Neg¢cios 2013/01;Neg¢cios Medig†s 2013/01;;;;;;;;;;;;;
40;OFR8940496;Casa Lisboag†s 2013/01;Contrat†vel;01-02-2013;31-12-9999;Residenciais;365;Ser∆o debitados, ao cliente, o custo do termo tarif†rio fixo devido para o escal∆o/potància;0;-;-;-;-;-;G;-;-;-;-;-;-;-;-;Distribuidor;Lisboag†s;Tipo Local Consumo;"Habitaá∆o;Esp Comuns;";Casa Lisboag†s 2013/01;CB01922218;Casa Lisboag†s 2013/01;ET05036802;-;-;-;-;-;-;-;-;-;-;x;Obrigat¢rio;x;Facultativo;x;Facultativo;-;-;-;-;-;-;N/A;Casa Lisboag†s 2013/01;;;;;;;;;;;;;
41;OFR0460739;Casa edp g†s 2013/01;Contrat†vel;01-02-2013;31-12-9999;Residenciais;365;Ser∆o debitados, ao cliente, o custo do termo tarif†rio fixo devido para o escal∆o/potància;0;-;-;-;-;-;G;-;-;-;-;-;-;-;-;Distribuidor;edp g†s;Tipo Local Consumo;"Habitaá∆o;Esp Comuns;";Casa edp g†s 2013/01;CB03907085;Casa edp g†s 2013/01;ET04829058;-;-;-;-;-;-;-;-;-;-;x;Obrigat¢rio;x;Facultativo;x;Facultativo;-;-;-;-;-;-;N/A;Casa edp g†s 2013/01;;;;;;;;;;;;;
42;OFR7893720;Casa Beirag†s 2013/01;Contrat†vel;01-02-2013;31-12-9999;Residenciais;365;Ser∆o debitados, ao cliente, o custo do termo tarif†rio fixo devido para o escal∆o/potància;0;-;-;-;-;-;G;-;-;-;-;-;-;-;-;Distribuidor;Beirag†s;Tipo Local Consumo;"Habitaá∆o;Esp Comuns;";Casa Beirag†s 2013/01;CB03002014;Casa Beirag†s 2013/01;ET07810780;-;-;-;-;-;-;-;-;-;-;x;Obrigat¢rio;x;Facultativo;x;Facultativo;-;-;-;-;-;-;N/A;Casa Beirag†s 2013/01;;;;;;;;;;;;;
43;OFR1067068;Casa Lusitaniag†s 2013/01;Contrat†vel;01-02-2013;31-12-9999;Residenciais;365;Ser∆o debitados, ao cliente, o custo do termo tarif†rio fixo devido para o escal∆o/potància;0;-;-;-;-;-;G;-;-;-;-;-;-;-;-;Distribuidor;Lusitaniag†s;Tipo Local Consumo;"Habitaá∆o;Esp Comuns;";Casa Lusitaniag†s 2013/01;CB00842423;Casa Lusitaniag†s 2013/01;ET00493759;-;-;-;-;-;-;-;-;-;-;x;Obrigat¢rio;x;Facultativo;x;Facultativo;-;-;-;-;-;-;N/A;Casa Lusitaniag†s 2013/01;;;;;;;;;;;;;
44;OFR2270883;Casa Setg†s 2013/01;Contrat†vel;01-02-2013;31-12-9999;Residenciais;365;Ser∆o debitados, ao cliente, o custo do termo tarif†rio fixo devido para o escal∆o/potància;0;-;-;-;-;-;G;-;-;-;-;-;-;-;-;Distribuidor;Setg†s;Tipo Local Consumo;"Habitaá∆o;Esp Comuns;";Casa Setg†s 2013/01;CB00319035;Casa Setg†s 2013/01;ET03525401;-;-;-;-;-;-;-;-;-;-;x;Obrigat¢rio;x;Facultativo;x;Facultativo;-;-;-;-;-;-;N/A;Casa Setg†s 2013/01;;;;;;;;;;;;;
45;OFR8035424;Casa Paxg†s 2013/01;Contrat†vel;01-02-2013;31-12-9999;Residenciais;365;Ser∆o debitados, ao cliente, o custo do termo tarif†rio fixo devido para o escal∆o/potància;0;-;-;-;-;-;G;-;-;-;-;-;-;-;-;Distribuidor;Paxg†s;Tipo Local Consumo;"Habitaá∆o;Esp Comuns;";Casa Paxg†s 2013/01;CB09239239;Casa Paxg†s 2013/01;ET08334167;-;-;-;-;-;-;-;-;-;-;x;Obrigat¢rio;x;Facultativo;x;Facultativo;-;-;-;-;-;-;N/A;Casa Paxg†s 2013/01;;;;;;;;;;;;;
46;OFR2270883;Casa Durienseg†s 2013/01;Contrat†vel;01-02-2013;31-12-9999;Residenciais;365;Ser∆o debitados, ao cliente, o custo do termo tarif†rio fixo devido para o escal∆o/potància;0;-;-;-;-;-;G;-;-;-;-;-;-;-;-;Distribuidor;Durienseg†s;Tipo Local Consumo;"Habitaá∆o;Esp Comuns;";Casa Durienseg†s 2013/01;CB01747495;Casa Durienseg†s 2013/01;ET04605197;-;-;-;-;-;-;-;-;-;-;x;Obrigat¢rio;x;Facultativo;x;Facultativo;-;-;-;-;-;-;N/A;Casa Durienseg†s 2013/01;;;;;;;;;;;;;
47;OFR3350678;Casa Dianag†s 2013/01;Contrat†vel;01-02-2013;31-12-9999;Residenciais;365;Ser∆o debitados, ao cliente, o custo do termo tarif†rio fixo devido para o escal∆o/potància;0;-;-;-;-;-;G;-;-;-;-;-;-;-;-;Distribuidor;Dianag†s;Tipo Local Consumo;"Habitaá∆o;Esp Comuns;";Casa Dianag†s 2013/01;CB02445606;Casa Dianag†s 2013/01;ET08068444;-;-;-;-;-;-;-;-;-;-;x;Obrigat¢rio;x;Facultativo;x;Facultativo;-;-;-;-;-;-;N/A;Casa Dianag†s 2013/01;;;;;;;;;;;;;
48;OFR8591832;Casa Tagusg†s 2013/01;Contrat†vel;01-02-2013;31-12-9999;Residenciais;365;Ser∆o debitados, ao cliente, o custo do termo tarif†rio fixo devido para o escal∆o/potància;0;-;-;-;-;-;G;-;-;-;-;-;-;-;-;Distribuidor;Tagusg†s;Tipo Local Consumo;"Habitaá∆o;Esp Comuns;";Casa Tagusg†s 2013/01;CB06938728;Casa Tagusg†s 2013/01;ET02968994;-;-;-;-;-;-;-;-;-;-;x;Obrigat¢rio;x;Facultativo;x;Facultativo;-;-;-;-;-;-;N/A;Casa Tagusg†s 2013/01;;;;;;;;;;;;;
49;OFR0842423;Casa Sonorg†s 2013/01;Contrat†vel;01-02-2013;31-12-9999;Residenciais;365;Ser∆o debitados, ao cliente, o custo do termo tarif†rio fixo devido para o escal∆o/potància;0;-;-;-;-;-;G;-;-;-;-;-;-;-;-;Distribuidor;Sonorg†s;Tipo Local Consumo;"Habitaá∆o;Esp Comuns;";Casa Sonorg†s 2013/01;CB02096942;Casa Sonorg†s 2013/01;ET09970370;-;-;-;-;-;-;-;-;-;-;x;Obrigat¢rio;x;Facultativo;x;Facultativo;-;-;-;-;-;-;N/A;Casa Sonorg†s 2013/01;;;;;;;;;;;;;
50;OFR2445606;Casa Medig†s 2013/01;Contrat†vel;01-02-2013;31-12-9999;Residenciais;365;Ser∆o debitados, ao cliente, o custo do termo tarif†rio fixo devido para o escal∆o/potància;0;-;-;-;-;-;G;-;-;-;-;-;-;-;-;Distribuidor;Medig†s;Tipo Local Consumo;"Habitaá∆o;Esp Comuns;";Casa Medig†s 2013/01;CB07287392;Casa Medig†s 2013/01;ET05003782;-;-;-;-;-;-;-;-;-;-;x;Obrigat¢rio;x;Facultativo;x;Facultativo;-;-;-;-;-;-;N/A;Casa Medig†s 2013/01;;;;;;;;;;;;;
51;OFR7860701;Neg¢cios Lisboag†s 2013/01;Contrat†vel;01-02-2013;31-12-9999;Pequenos Neg¢cios;365;Ser∆o debitados, ao cliente, o custo do termo tarif†rio fixo devido para o escal∆o/potància;0;Segmentaá∆o de cliente;"Peq. Neg¢cios;";-;-;-;G;-;-;-;-;-;-;-;-;Distribuidor;Lisboag†s;Tipo Local Consumo;"Restauraá∆o;ComÇrcio;Serviáos;Hotelaria;Outros;Esp Comuns;Sv P£blico;Ind£strias;Lazer;Avenáas;PCVE;";Neg¢cios Lisboag†s 2013/01;CB04513414;Neg¢cios Lisboag†s 2013/01;ET00576700;-;-;-;-;-;-;-;-;-;-;x;Obrigat¢rio;x;Facultativo;x;Facultativo;-;-;-;-;-;-;N/A;Neg¢cios Lisboag†s 2013/01 ;;;;;;;;;;;;;
52;OFR0925364;Neg¢cios edp g†s 2013/01;Contrat†vel;01-02-2013;31-12-9999;Pequenos Neg¢cios;365;Ser∆o debitados, ao cliente, o custo do termo tarif†rio fixo devido para o escal∆o/potància;0;Segmentaá∆o de cliente;"Peq. Neg¢cios;";-;-;-;G;-;-;-;-;-;-;-;-;Distribuidor;edp g†s;Tipo Local Consumo;"Restauraá∆o;ComÇrcio;Serviáos;Hotelaria;Outros;Esp Comuns;Sv P£blico;Ind£strias;Lazer;Avenáas;PCVE;";Neg¢cios edp g†s 2013/01;CB05036802;Neg¢cios edp g†s 2013/01;ET01797416;-;-;-;-;-;-;-;-;-;-;x;Obrigat¢rio;x;Facultativo;x;Facultativo;-;-;-;-;-;-;N/A;Neg¢cios edp g†s 2013/01;;;;;;;;;;;;;
53;OFR5335545;Neg¢cios Beirag†s 2013/01;Contrat†vel;01-02-2013;31-12-9999;Pequenos Neg¢cios;365;Ser∆o debitados, ao cliente, o custo do termo tarif†rio fixo devido para o escal∆o/potància;0;Segmentaá∆o de cliente;"Peq. Neg¢cios;";-;-;-;G;-;-;-;-;-;-;-;-;Distribuidor;Beirag†s;Tipo Local Consumo;"Restauraá∆o;ComÇrcio;Serviáos;Hotelaria;Outros;Esp Comuns;Sv P£blico;Ind£strias;Lazer;Avenáas;PCVE;";Neg¢cios Beirag†s 2013/01;CB08940496;Neg¢cios Beirag†s 2013/01;ET09987271;-;-;-;-;-;-;-;-;-;-;x;Obrigat¢rio;x;Facultativo;x;Facultativo;-;-;-;-;-;-;N/A;Neg¢cios Beirag†s 2013/01;;;;;;;;;;;;;
